"","Screen_bg","consentkey.keys","consentkey.rt","beginexp.keys","beginexp.rt","checkresp.keys","checkresp.corr","checkresp.rt","Attention.thisRepN","Attention.thisTrialN","Attention.thisN","Attention.thisIndex","Attention.ran","Question","Solution","participant","Age","Gender","Handedness","Native.Language","date","expName","psychopyVersion","OS","frameRate","browser","xResolution","yResolution","gotoPrac.keys","gotoPrac.rt","InstRep.thisRepN","InstRep.thisTrialN","InstRep.thisN","InstRep.thisIndex","InstRep.ran","Prac_start.keys","Prac_start.rt","PreTargetDisplayTime","preResp.keys","preResp.corr","Target","ResponseKey_p.keys","ResponseKey_p.corr","ResponseKey_p.rt","prctrials.thisRepN","prctrials.thisTrialN","prctrials.thisN","prctrials.thisIndex","prctrials.ran","Block","Distractor1","Distractor2","Condition","Validity","CorrectAnswer","PositionT","PositionD","Saliency","WordPair","pracend.keys","pracend.rt","PracRepeat.thisRepN","PracRepeat.thisTrialN","PracRepeat.thisN","PracRepeat.thisIndex","PracRepeat.ran","ResponseKey.keys","ResponseKey.corr","ResponseKey.rt","firstlearntrials.thisRepN","firstlearntrials.thisTrialN","firstlearntrials.thisN","firstlearntrials.thisIndex","firstlearntrials.ran","brkcontinue.keys","Exptrials.thisRepN","Exptrials.thisTrialN","Exptrials.thisN","Exptrials.thisIndex","Exptrials.ran","brkcontinue.rt","afterpause.keys","afterpause.rt","blocks.thisRepN","blocks.thisTrialN","blocks.thisN","blocks.thisIndex","blocks.ran","CAproceed.keys","CAproceed.rt","CA_RespKey.keys","CA_RespKey.corr","CA_RespKey.rt","ContAwareness.thisRepN","ContAwareness.thisTrialN","ContAwareness.thisN","ContAwareness.thisIndex","ContAwareness.ran","AwarenessResp.keys","AwarenessResp.rt","Questionnaire.thisRepN","Questionnaire.thisTrialN","Questionnaire.thisN","Questionnaire.thisIndex","Questionnaire.ran","AwareQ","Performance","ContingencyChkScore","todebrief.keys","todebrief.rt","ExpExit.keys","ExpExit.rt","preResp.rt","PROLIFIC_PID"
"1724","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","invalid","l","top","nil","salient",4,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6378599999588914]",NA,NA,NA,NA,NA,"",0,107,107,201,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1725","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","invalid","a","top","nil","salient",4,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5706800000043586]",NA,NA,NA,NA,NA,"",0,108,108,216,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1726","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","valid","l","top","bottom","Markt",4,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.7302449999842793]",NA,NA,NA,NA,NA,"",0,109,109,106,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1727","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","valid","l","bottom","bottom","Markt",4,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6361950000282377]",NA,NA,NA,NA,NA,"",0,110,110,38,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1728","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Tisch","learn","valid","l","bottom","top","Markt",4,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.7059700000099838]",NA,NA,NA,NA,NA,"",0,111,111,36,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1729","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","invalid","l","bottom","nil","nonsalient",4,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5699850000091828]",NA,NA,NA,NA,NA,"space",0,112,112,191,1,11.28159,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1730","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","valid","l","top","bottom","Markt",4,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6043300000019372]",NA,NA,NA,NA,NA,"",0,113,113,26,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1731","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","valid","a","bottom","nil","nonsalient",4,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6719300000113435]",NA,NA,NA,NA,NA,"",0,114,114,151,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1732","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","valid","l","top","bottom","Markt",4,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.7053350000060163]",NA,NA,NA,NA,NA,"",0,115,115,10,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1733","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","valid","l","bottom","bottom","Markt",4,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6354799999971874]",NA,NA,NA,NA,NA,"",0,116,116,6,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1734","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","invalid","a","bottom","nil","salient",4,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6396750000421889]",NA,NA,NA,NA,NA,"",0,117,117,204,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1735","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","valid","l","bottom","bottom","Markt",4,"",NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.5714550000266172,0.6731650000438094]",NA,NA,NA,NA,NA,"",0,118,118,118,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1736","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","valid","l","bottom","bottom","Markt",4,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.56828000000678]",NA,NA,NA,NA,NA,"",0,119,119,126,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1737","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Tisch","learn","valid","l","top","top","Markt",4,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6396250000107102]",NA,NA,NA,NA,NA,"",0,120,120,24,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1738","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","valid","l","bottom","nil","nonsalient",4,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.499855000001844]",NA,NA,NA,NA,NA,"",0,121,121,174,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1739","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","invalid","a","top","bottom","Markt",4,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.7402000000001863]",NA,NA,NA,NA,NA,"",0,122,122,138,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1740","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","invalid","a","bottom","nil","salient",4,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.9051050000125542]",NA,NA,NA,NA,NA,"",0,123,123,212,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1741","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Tisch","learn","valid","l","top","top","Markt",4,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.7042549999896437]",NA,NA,NA,NA,NA,"",0,124,124,112,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1742","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","invalid","l","bottom","nil","salient",4,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6727100000134669]",NA,NA,NA,NA,NA,"",0,125,125,189,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1743","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","invalid","a","bottom","nil","nonsalient",4,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5439299999852665]",NA,NA,NA,NA,NA,"",0,126,126,214,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1744","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","valid","l","bottom","bottom","Markt",4,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6064300000434741]",NA,NA,NA,NA,NA,"",0,127,127,46,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1745","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Kreis","learn","valid","a","top","bottom","Kreis",4,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.603865000011865]",NA,NA,NA,NA,NA,"",0,128,128,83,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1746","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","valid","l","bottom","nil","nonsalient",4,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5693499999470077]",NA,NA,NA,NA,NA,"",0,129,129,182,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1747","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Tisch","learn","valid","l","top","top","Markt",4,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.7372800000011921]",NA,NA,NA,NA,NA,"",0,130,130,0,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1748","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Stein","learn","valid","a","bottom","top","Kreis",4,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.606389999971725]",NA,NA,NA,NA,NA,"",0,131,131,53,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1749","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Tisch","learn","valid","l","top","top","Markt",4,"",NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.5725950000341982,0.9067100000102073]",NA,NA,NA,NA,NA,"",0,132,132,120,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1750","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Kreis","learn","valid","a","bottom","bottom","Kreis",4,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.9043800000217743]",NA,NA,NA,NA,NA,"",0,133,133,103,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1751","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Stein","learn","valid","a","top","top","Kreis",4,"",NA,NA,NA,NA,NA,NA,"[""l"",""a""]",0,"[0.6039899999741465,0.6737799999536946]",NA,NA,NA,NA,NA,"",0,134,134,9,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1752","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Kreis","learn","valid","a","top","bottom","Kreis",4,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6378550000372343]",NA,NA,NA,NA,NA,"",0,135,135,27,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1753","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Kreis","learn","valid","a","top","bottom","Kreis",4,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5776850000256673]",NA,NA,NA,NA,NA,"",0,136,136,91,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1754","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Tisch","learn","invalid","a","top","top","Markt",4,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6175749999820255]",NA,NA,NA,NA,NA,"",0,137,137,64,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1755","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","valid","l","top","bottom","Markt",4,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5857949999626726]",NA,NA,NA,NA,NA,"",0,138,138,58,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1756","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Stein","learn","valid","a","top","top","Kreis",4,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5857400000095367]",NA,NA,NA,NA,NA,"",0,139,139,89,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1757","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","valid","a","top","nil","salient",4,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6736750000272878]",NA,NA,NA,NA,NA,"",0,140,140,153,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"1758","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",123,27,"female","left","German","2020-10-20_15h34.06.377","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,"Chrome",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Kreis","learn","valid","a","top","bottom","Kreis",4,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5396049999981187]",NA,NA,NA,NA,NA,"",0,141,141,19,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
